id,name,price,subcategoria,categoria
1133889,Ferramenta para Travar a Polia da Árvore,127.67,Linha Volkswagen,Ferramentas Automotivas
1134689,Conjunto para Regular os Garfos Seletore,640.9,Linha Volkswagen,Ferramentas Automotivas
1134989,Ferramenta para Extrair o Parafuso de Ca,543.22,Ferramentas Especiais P/Auto Elétrica,Auto Elétrica
1135989,Chave Sextavada 17 mm para o Parafuso do,62.9,Linha Volkswagen,Ferramentas Automotivas
1136089,Extrator com 2 Garras para Sacar a Engre,284.33,Linha Volkswagen,Ferramentas Automotivas
1140189,Chave Especial com Soquetes de 14 e 15mm,95,Linha Volkswagen,Ferramentas Automotivas
1140489,Chave P/ Montagem e Desmontagem das Válv,507.67,Linha Volkswagen,Ferramentas Automotivas
1141189,Chave de 36 mm para Regular a Cambagem d,131.9,Linha Volkswagen,Ferramentas Automotivas
1141689,Extrator para Cubos de Roda 4 Furos,572.11,Linha Volkswagen,Ferramentas Automotivas
1141889,Extrator e Instalador do Pivô dos Braços,419.89,Linha Volkswagen,Ferramentas Automotivas
1142089,Chave com Duas Garras para Porca Guia do,53.08,Linha Volkswagen,Ferramentas Automotivas
1142189,Goniômetro com 28 Graus para Regular a C,318.78,Alinhamento e Balanceamento,Equipamento Auto Center
1142289,Extrator do Terminal da Barra de Direção,189.73,Linha Volkswagen,Ferramentas Automotivas
1142389,Extrator do Terminal de Direção,137.67,Linha Volkswagen,Ferramentas Automotivas
1143789,Extrator do Volante de Direção da F1000 ,118.78,Linha Ford,Ferramentas Automotivas
1145889,Chave Especial para Parafusos do Cabeçot,73.22,Linha Volkswagen,Ferramentas Automotivas
1146689,Macaco Tipo Jacaré 2 Toneladas Extra Lon,1174.66,Equipamento Hidráulico,Equipamento Auto Center
1146789,Prensa Hidráulica para 15 Toneladas,1269.9,Equipamento Hidráulico,Equipamento Auto Center
1146889,Guincho Hidráulico 500Kg,1844.33,Equipamento Hidráulico,Equipamento Auto Center
1149189,Chave Sextavada para Porca do Cubo da Ro,106.56,Chave de Roda,Ferramentas Manuais
1149489,Ferramenta para Travar Eixos do Comando ,124.42,Linha Fiat,Ferramentas Automotivas
1149789,Ferramenta para Travar Comando das Válvu,133.22,Linha Fiat,Ferramentas Automotivas
1149989,Chave para  Movimentar e Fixar o Alterna,79.89,Ferramentas Especiais P/Auto Elétrica,Auto Elétrica
1150089,"Chave tipo Soquete Longa Ribe 9,85 mm pa",63.22,Linha Fiat,Ferramentas Automotivas
1150189,Jogo de Chaves Tork tipo Canivete com 08,91,Chave Tork Tipo L,Ferramentas Manuais
1151689,Identificador de Vazamento de Gás de Ar ,811,Ar Condicionado,Equipamento Auto Center
1154389,Saca Rolamento de Dínamos Universal,444.33,Ferramentas Especiais P/Auto Elétrica,Auto Elétrica
1154689,Saca Bucha do Motor de partida do Volksw,169.99,Ferramentas Especiais P/Auto Elétrica,Auto Elétrica
1161389,Chave de Impacto Pneumática com Encaixe ,988.78,Chave Impacto,Ferramentas Pneumáticas
1165189,Chave para Ajustar a Tensão da Correia D,46.96,Linha Chevrolet,Ferramentas Automotivas
1165489,Chave Soquete Longa para Aperto da Biela,35.44,Linha Ford,Ferramentas Automotivas
1165589,Ferramenta para Regular a Correia Dentad,59.09,Linha Fiat,Ferramentas Automotivas
1166589,Marreta Dinâmica para Funileiro com 5 Re,663.07,Ferramentas Funilaria,Funilaria e Pintura
1166789,Extensão Longa com Encaixe de 1/2 Pol.,181,Extensão P/ Soquete,Ferramentas Manuais
1168089,Chave para Aperto do Cabeçote da Linha F,48.64,Linha Fiat,Ferramentas Automotivas
1168589,Ferramentas para Troca da Correia de Dis,213.7,Linha Fiat,Ferramentas Automotivas
1169289,Ferramenta para Travar Volante do Motor ,94.33,Linha Fiat,Ferramentas Automotivas
1169489,Chave para Parafusos do Cabeçote Fiat,104.73,Linha Fiat,Ferramentas Automotivas
1169889,Extrator do Terminal da Barra de Direção,129.9,Linha Volkswagen,Ferramentas Automotivas
1170089,Jogo com 3 peças para Soltar e Apertar a,148.78,Linha Fiat,Ferramentas Automotivas
1170189,Relógio Comparador com Ótima Precisão em,154.33,Instrumentos P/ Medidas,Injeção Eletrônica e Motor
1170289,Chave Sextavada para Extrair Cebolão do ,61.9,Ferramentas Especiais P/Auto Elétrica,Auto Elétrica
1170889,Ferramenta para Colocar o Disco de Sinal,201.99,Linha Volkswagen,Ferramentas Automotivas
1172589,Ferramenta para Imobilizar o Comando de ,45.44,Linha Volkswagen,Ferramentas Automotivas
1177389,Mini Extrator 60mm com 2 Garras,177.67,Saca Polia,Ferramentas Automotivas
1179089,Rack Móvel para Computador com Gaveta Po,2177.67,Móveis Para Oficina,Equipamento Auto Center
1179989,Teste para Motor de Partida V.W. 1300-15,147.67,Ferramentas Especiais P/Auto Elétrica,Auto Elétrica
1180089,Teste para Motor de Partida Refrigerado ,133.22,Ferramentas Especiais P/Auto Elétrica,Auto Elétrica
1180189,Ferramenta para Colocar Trava da Ponta d,116.56,Ferramentas Especiais P/Auto Elétrica,Auto Elétrica
1180289,Ferramenta para Colocar Trava da Ponta d,111,Ferramentas Especiais P/Auto Elétrica,Auto Elétrica
1180889,Morsa/ Torno Linha Profissional Numero 2,147.67,Morsas e Tornos,Equipamento Auto Center
1180989,Morsa/ Torno Linha Profissional Numero 4,184.51,Morsas e Tornos,Equipamento Auto Center
1181089,Morsa/ Torno Linha Profissional Numero 5,291,Morsas e Tornos,Equipamento Auto Center
1181189,Morsa/ Torno Linha Profissional Número 6,492.34,Morsas e Tornos,Equipamento Auto Center
1181289,Morsa/ Torno Linha Profissional Número 8,438.12,Morsas e Tornos,Equipamento Auto Center
1181989,Ferro de Solda Robusto 550W 220V,221,Ferro de Solda,Auto Elétrica
1182089,Ferro de Solda Robusto 550W 110V,178.78,Ferro de Solda,Auto Elétrica
1183289,Compressor de Ar Industrial 15+PCM/APV 2,5799.9,Compressor de ar,Ferramentas Elétricas e Máquinas
1183389,Compressor 15+PCM/APV 200 Litros Trifási,6111,Compressor de ar,Ferramentas Elétricas e Máquinas
1183589,Compressor de Ar 20 Pés 200 Litros Trifá,5999.89,Compressor de ar,Ferramentas Elétricas e Máquinas
1183889,Compressor 30 pcm/APV 250 litros Trifási,9936.57,Compressor de ar,Ferramentas Elétricas e Máquinas
1183989,Compressor 40 pcm/AP3V 425 Litros Trifás,16279.49,Compressor de ar,Ferramentas Elétricas e Máquinas
1184089,Compressor de Ar Industrial Intermitente,19999.9,Compressor de ar,Ferramentas Elétricas e Máquinas
1184189,Compressor 60+PCM/AP3V 425 Litros Trifás,18888.78,Compressor de ar,Ferramentas Elétricas e Máquinas
1184489,Medidor da Pressão da Bomba de Óleo para,259.87,Equipamento p/ Caminhões,Equipamento Caminhões
1192089,Paquímetro Digital em Aço 150mm,189.9,Instrumentos P/ Medidas,Injeção Eletrônica e Motor
11100189,Bomba Manual para Graxa 7kg Amarelo HZ-8,177.67,Lubrificação,Equipamento Auto Center
11100489,Carrinho Fechado Vermelho com 3 Gavetas ,959.89,Móveis Para Oficina,Equipamento Auto Center
11100589,Parafusadeira/Furadeira de Impacto a Bat,979.9,Parafusadeiras Elétricas,Ferramentas Elétricas e Máquinas
11100689,Torno de Bancada Linha Leve N° 4,172.65,Morsas e Tornos,Equipamento Auto Center
11100789,Caixa Sanfonada com 3 Gavetas para Ferra,78.78,Caixa de Ferramentas,Ferramentas Manuais
11100889,Disco de Borracha de  4.1/2 Pol. Perfil ,10.9,Utilidades Para Máquinas Elétricas,Ferramentas Elétricas e Máquinas
11100989,Disco de Corte Fino 4.1/2 Pol. Super Pre,4.27,Abrasivos,Ferramentas em Geral
11101089,Jogo de Soquetes Estriados 15 Peças de 1,95.44,Jogo de Soquetes,Ferramentas Manuais
11101189,Alicate Universal 8 Pol.,18.98,Alicates,Ferramentas Manuais
11101289,Arco de Serra Tico-Tico com 5 Lâminas,18.9,Arco de Serra,Ferramentas Manuais
11101389,Saca Polia 120mm com 3 Garras,333.22,Saca Polia,Ferramentas Automotivas
11101489,Alicate de Corte Diagonal 6 Pol.,19.78,Alicates,Ferramentas Manuais
11101589,Jogo de Chave Canhão 9 Peças ,187.55,Chave Canhão,Ferramentas Manuais
11101689,"Soprador Costal 2T 59,2CC à Gasolina",1522.11,Aspirador Soprador Folhas,Jardinagem
11101789,Escada Doméstica em Alumínio com 8 Degra,233.22,Escadas,Construção Civil
11101889,Óleo Pneumático 1 Litro,42.18,Lubrificação,Aditivos e Lubrificantes
11101989,Jogo de Brocas em Aço Rápido para Metal ,77.45,Brocas,Ferramentas em Geral
11102089,Broca de Wídea 8 x 120 mm para Concreto,4.33,Brocas,Ferramentas em Geral
11102189,Esmerilhadeira Angular de 4.1/2 Pol. 710,173.96,Esmerilhadeira,Ferramentas Elétricas e Máquinas
11102289,Bomba de Transferência Manual Tipo Alava,211,Lubrificação,Equipamento Auto Center
11102389,Alicate de Corte Diagonal Isolado de 6 P,32.1,Alicates,Ferramentas Manuais
11102489,Bico Canto 36mm para Aspirador de Pó,11.86,Aspirador de Pó,Lava Jato e Posto
11102589,Broca Aço Rápido Encartelada com Titânio,21,Brocas,Ferramentas em Geral
11102689,Adaptador para Teste do Sistema de Arref,173.83,Arrefecimento e Outros,Injeção Eletrônica e Motor
11102789,Chave de Fenda Tipo T 1/4 Pol. de 210mm,27.67,Chave de Fenda e Philips,Ferramentas Manuais
11102889,Martelo de Bola 500 G,78.78,Martelos,Ferramentas Manuais
11102989,Macaco Hidráulico tipo Jacaré Longo com ,1265.46,Equipamento Hidráulico,Equipamento Auto Center
11103089,Desengripante Multiuso em Spray 300ml SD,14.33,Lubrificação,Aditivos e Lubrificantes
11103189,Chave de Impacto Pneumática 1/2 Pol. 66 ,755.44,Chave Impacto,Ferramentas Pneumáticas
11103289,Creme Protetor Luva Química Grupo 2 Bisn,15.44,"Protetor Solar, Cremes de Proteção e Higienização",EPI
11103389,Luva de Látex/Neoprene G Amarela e Azul ,16.9,Luvas,EPI
11103489,Luva de Poliéster Nitrílica Tamanho 10,10.92,Luvas,EPI
11103589,Balde de Pasta para Montagem e Desmontag,43.22,Reparo Para Pneus,Borracharia
11103689,Limpador Pós Obra Biodegradável 5 Litros,57.85,Limpeza e Removedores,Aditivos e Lubrificantes
11103789,Montadora e Desmontadora DPM de Pneus Ma,2766.56,Desmontadora de Pneus,Equipamento Auto Center
11103889,Aparador de Grama 1500W 110V,216.56,Aparadores de Grama,Jardinagem
11103989,Caixa de Ferramentas Sanfonada com 3 Gav,88.99,Caixa de Ferramentas,Ferramentas Manuais
11104089,Esmerilhadeira Angular Profissional 4.1/,364.48,Esmerilhadeira,Ferramentas Elétricas e Máquinas
11104189,Conversor e Gravador de TV Digital,119.43,Áudio e Video,Para Você e Sua Casa
11104289,Caixa Plástica para Ferramentas 20 Pol.,122.11,Caixa de Ferramentas,Ferramentas Manuais
11104389,Soquete de Impacto Sextavado de 15mm com,28.78,Soquete de 1/2,Ferramentas Manuais
11104489,Soquete de Impacto Sextavado Longo de 11,54.75,Soquete de 1/2,Ferramentas Manuais
11104589,Soquete de Impacto Sextavado Longo de 38,186.56,Soquetes de 3/4,Ferramentas Manuais
11104689,Chave Phillips de 3/8 x 10 Pol.,19.89,Chave de Fenda e Philips,Ferramentas Manuais
11104789,Serra Tico-Tico de Bancada 130W 125mm 22,1364.9,Serra Elétrica,Ferramentas Elétricas e Máquinas
11104889,Esmerilhadeira Angular 4.1/2 Pol. 700W 2,266.56,Esmerilhadeira,Ferramentas Elétricas e Máquinas
11104989,Serra Mármore a Seco 1500W 110V ,533.22,Serra Elétrica,Ferramentas Elétricas e Máquinas
11105089,Medidor de Distância Trena Laser 40 metr,225.44,Trenas,Construção Civil
11105189,"Jogo de Chaves Allen de 1,5 a 10mm 9 Peç",19.9,Jogo de Chave Allen,Ferramentas Manuais
11105289,Morsa Torno de Bancada 3 Pol. 75mm,34.33,Morsas e Tornos,Equipamento Auto Center
11105389,Caneca Frontal de 800ml para Pistola Pul,197.67,Pistola Para Pintura,Funilaria e Pintura
11105489,Lima Rotativa Cilíndrica de 6mm,61.51,Ferramentas Funilaria,Funilaria e Pintura
11105589,Almotolia 500ml com Bico Flexível,38.78,Lubrificação,Equipamento Auto Center
11105689,Morsa para Furadeira com Mordentes 150mm,336.37,Morsas e Tornos,Equipamento Auto Center
11105789,Scanner Leitor de Códigos de Falhas Auto,335.44,Scanners Automotivo,Injeção Eletrônica e Motor
11105889, Esmerilhadeira Angular 4.1/2Pol. 860W 2,311,Esmerilhadeira,Ferramentas Elétricas e Máquinas
11105989,Furadeira de Bancada de 13mm 1/2Pol. 350,843.34,Furadeira,Ferramentas Elétricas e Máquinas
11106089,Macaco Hidráulico Tipo Garrafa 10 Tonela,234.33,Equipamento Hidráulico,Equipamento Auto Center
11106189,Jogo de Soquetes Sextavados e Acessórios,787.67,Jogo de Soquetes,Ferramentas Manuais
11106289,Máscara Solda Automática A20 com Regulag,399.89,Máscara de Proteção,EPI
11106389,Escada Extensível Vazada Industrial com ,1041.88,Escadas,Construção Civil
11106489,Fresa para Dobradiça Tipo Forstner de 18,28.78,Tupias e Plainas,Ferramentas Elétricas e Máquinas
11106589,Chave Toco Fenda e Philips com 02 Peças,15.44,Chave de Fenda e Philips,Ferramentas Manuais
11106689,Jogo de Soquete Estriado de 8 a 32mm de ,327.91,Jogo de Soquetes,Ferramentas Manuais
11106789,Fita Antiderrapante Preta 50mm x 5m,33.17,Sinalização,EPI
11106889,Termodensímetro / Teste de Fluido do Rad,111,Arrefecimento e Outros,Injeção Eletrônica e Motor
11106989,Esmerilhadeira Angular 4.1/2 Pol. 220V 7,355.44,Esmerilhadeira,Ferramentas Elétricas e Máquinas
11107089,Abraçadeira de Aço 12/16 Pol. para Mangu,6.56,Abraçadeiras,Ferramentas em Geral
11107189,Luva Mista com Palma em Raspa de Couro e,38.05,Luvas,EPI
11107289,Máquina de Solda Inversora MMA170iP 170A,599.89,Máquina de Solda,Ferramentas Elétricas e Máquinas
11107389,Jogo de Espátulas Plásticas com 3 Peças ,27.67,Acessórios,Automotivo
11107489,Soquete de Impacto Sextavado Longo de 19,152.52,Soquetes de 3/4,Ferramentas Manuais
11107589,Adaptador 1/4 Pol. x 1/2 Pol. para Marte,136.56,bits para parafusadeira,Ferramentas Manuais
11107689,Chave Hexagonal Abaulada de 6mm com Cabo,55.99,Chave Allen,Ferramentas Manuais
11107789,Grampo Sargento Angular Esquadro de Alum,99.94,Grampos,Ferramentas Manuais
11107889,Jogo de 4 peças com Grampos Rápido de 6 ,68.36,Grampos,Ferramentas Manuais
11107989,Parafusadeira/Furadeira de Impacto a Bat,999.89,Parafusadeiras Elétricas,Ferramentas Elétricas e Máquinas
11108089,Disco de Corte Fino G 46 4.1/2 Pol.,4.45,Abrasivos,Ferramentas em Geral
11108189,Trava para Volante do Motor Ford Duratec,169.89,Linha Ford,Ferramentas Automotivas
11108289,Macaco Hidráulico Tipo Garrafa 2 Tonelad,78.85,Equipamento Hidráulico,Equipamento Auto Center
11108389,Martelo de Unha 18mm Jateado Cabo de Mad,36.56,Martelos,Ferramentas Manuais
11108489,Chave Poligonal Aberta 3/8 x 7/16 Pol.,22.41,Chave Especial,Ferramentas Manuais
11108589,Soquete Sextavado Longo Cr-V 13mm com En,48.09,Soquetes 1/4,Ferramentas Manuais
11108689,Soquete Estriado Longo em Cr-V 7/32 Pol.,51,Soquetes 1/4,Ferramentas Manuais
11108789,Soquete Sextavado 23mm Cr-V com Encaixe ,23.9,Soquete de 1/2,Ferramentas Manuais
11108889,Soquete Sextavado Longo Cr-V 18mm com En,38.78,Soquete de 1/2,Ferramentas Manuais
11108989,Soquete Sextavado em Cr-V 36mm com Encai,43.11,Soquetes de 3/4,Ferramentas Manuais
11109089,Soquete de Impacto Sextavado Longo em Cr,33.21,Soquetes 1/4,Ferramentas Manuais
11109189,Soquete de Impacto Sextavado Longo Cr-Mo,55.94,Soquetes 3/8,Ferramentas Manuais
11109289,Soquete de Impacto Sextavado Longo Cr-Mo,248.78,Soquetes 1 pol,Ferramentas Manuais
11109389,Chave de Fenda Ponta Cruzada Cr-V 3 x 75,9.69,Chave de Fenda e Philips,Ferramentas Manuais
11109489,Chave Cabo T com Ponta Hexagonal 4x142mm,31,Chave Allen,Ferramentas Manuais
11109589,Jogo de Chaves Hexagonais Longas 1/16 a ,63.89,Jogo de Chave Allen,Ferramentas Manuais
11109689,Chave Trafix T40,21,Chave Tork Tipo L,Ferramentas Manuais
11109789,Esmerilhadeira Angular de 4.1/2 Pol. 860,327.67,Esmerilhadeira,Ferramentas Elétricas e Máquinas
11109889,Botina de Segurança Flex Elástico em Cou,64.9,Botinas,EPI
11109989,Adaptador 1/4 Pol. Tipo Rosca Macho,5.34,Acessórios Pneumáticos,Ferramentas Pneumáticas
11110089,Morsa para Suporte de Furadeira ,108.62,Morsas e Tornos,Equipamento Auto Center
11110189,Chave de Fenda Industrial 3/16 x 5 Pol.,15.44,Chave de Fenda e Philips,Ferramentas Manuais
11110289,Soquete Estriado de 14mm com Encaixe de ,19.9,Soquete de 1/2,Ferramentas Manuais
11110389,Jogo de Calibradores de Folga 0.05 - 1mm,31,Instrumentos P/ Medidas,Injeção Eletrônica e Motor
11110489,Martelo Borracha 60 mm Preto,30.4,Martelos,Ferramentas Manuais
11110589,Disco de Lixa com 180mm Grão 180 com 10 ,62.89,Abrasivos,Ferramentas em Geral
11110689,Bota de PVC Branca sem Forro Cano Médio ,38.78,Bota PVC,EPI
11110789,Paquímetro Universal Digital 150mm em Aç,99.89,Instrumentos P/ Medidas,Injeção Eletrônica e Motor
11110889,Luva de Raspa tipo Soldador Linha Clute ,18.78,Luvas,EPI
11110989,Carrinho de Mão com Caçamba 50L Metálica,254.21,Carrinho de Mão,Construção Civil
11111089,Mini Morsa de Bancada de 40mm,45.9,Morsas e Tornos,Equipamento Auto Center
11111189,Anti-Chio Eliminador de Ruídos para Frei,25.44,Lubrificação,Aditivos e Lubrificantes
11111289,Furadeira de Bancada de 1/2 Pol. 350W Se,718.78,Furadeira,Ferramentas Elétricas e Máquinas
11111389,Martelo de Borracha Preta 60mm ,18.78,Martelos,Ferramentas Manuais
11111489,Nível de Alumínio 14 Pol. com 3 Bolhas ,22.9,"Níveis, Prumos e Linha",Construção Civil
11111589,Disco de PVC para Lixadeira 4.1/2 Pol. c,27.9,Abrasivos,Ferramentas em Geral
11111689,"Disco de Corte 115 x 3,2 x 22,23mm G30 p",4.36,Abrasivos,Ferramentas em Geral
11111789,Tesoura de Poda 7 Pol. Premium,24.33,Ferramentas para Jardim,Jardinagem
11111889,Botina de Segurança Nobuck com Cadarço N,115.44,Botinas,EPI
11111989,Disco de Corte Diamantado 4.1/2 x 7/8 Po,108.9,Abrasivos,Ferramentas em Geral
11112089,Kit de Espátulas Tipo Michelin  para Mon,539.9,Ferramentas Borracharia,Borracharia
11112189,Disco de Lixa 225mm Grão 80 Óxido de Alu,28.17,Abrasivos,Ferramentas em Geral
11112289,Inversora de Solda Multiprocesso 300A Mo,6480,Máquina de Solda,Ferramentas Elétricas e Máquinas
11112389,Boina para Polimento de 5 Pol.,15.44,Limpeza Automotiva,Aditivos e Lubrificantes
11112489,Broca para Concreto SDS Plus 18 x 210mm,34.33,Brocas,Ferramentas em Geral
11112589,Disco de Lixa 4.1/2 Pol. Grão 24 VDF 12 ,4.47,Abrasivos,Ferramentas em Geral
11112689,Parafusadeira/Furadeira a Bateria 18V Lí,999.89,Parafusadeiras Elétricas,Ferramentas Elétricas e Máquinas
11112789,Soquete Sextavado de Impacto Curto de 24,42.27,Soquetes 1 pol,Ferramentas Manuais
11112889,Maçarico de Solda Gás Butano,44.33,Máquinas de Solda Acessórios,Ferramentas Elétricas e Máquinas
11112989,Serra Tico Tico 850W 220V ,359,Serra Elétrica,Ferramentas Elétricas e Máquinas
11113089,Disco Diamantado Combat 110 x 20mm Segme,13.54,Abrasivos,Ferramentas em Geral
11113189,Botina de Segurança Marrom em Vaqueta Pa,237.67,Botinas,EPI
11113289,Teste de Bateria e Alternador Automotivo,202.53,Teste de Bateria,Auto Elétrica
11113389,"Broca para Furar Vidro 12,0mm",53.22,Brocas,Ferramentas em Geral
11113489,Broca em Aço Rápido 6mm para Metal,11.14,Brocas,Ferramentas em Geral
11113589,Bancada Multiuso Desmontável 1505 x 605 ,1369.35,Móveis Para Oficina,Equipamento Auto Center
11113689,Estante Porta-Componentes com 49 Caixas ,755.44,Móveis Para Oficina,Equipamento Auto Center
11113789,Macaco Hidraulico Jacare Longo 20 Tonela,5844.91,Equipamento Hidráulico,Equipamento Auto Center
11113889,Macaco Hidráulico Tipo Unha de 10 Tonela,2644.33,Equipamento Hidráulico,Equipamento Auto Center
11113989,Botina de Segurança Preta BNF com Cadarç,101,Botinas,EPI
11114089,Botina de Segurança Marrom FHB em Nobuck,118.78,Botinas,EPI
11114189,Serra Copo de Aço Rápido 37mm,23.22,Serra Copo,Ferramentas em Geral
11114289,Lima Rotativa Cilíndrica com Topo Esféri,113.22,Ferramentas Funilaria,Funilaria e Pintura
11114389,Cera de Limpeza California Gold Carnaúba,25.44,Limpeza Automotiva,Aditivos e Lubrificantes
11114489,Luva de Segurança Flextáctil Branca em N,5.42,Luvas,EPI
11114589,Parafusadeira/Furadeira a Bateria 12V Li,261,Parafusadeiras Elétricas,Ferramentas Elétricas e Máquinas
